name;identifier;SMILES;inchikey;MW;LogP;pubchem;drugbank;pdb;chEMBL;membrane;method;temperature;charge;note;X_min;X_min_acc;G_pen;G_pen_acc;G_wat;G_wat_acc;LogK;LogK_acc;LogPerm;LogPerm_acc;theta;theta_acc;abs_wl;abs_wl_acc;fluo_wl;fluo_wl_acc;QY;QY_acc;lt;lt_acc;primary_reference;secondary_reference
"Taurocholic acid";MM00691;CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C;WBWWGRHZICKQGZ-UHFFFAOYSA-N;515.706;2.37;6675;DB04348;TCH;CHEMBL224867;CACO;QSAR-PSA;25;;;;;;;;;;;-6.5;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
H216;MM15248;;;;;169974;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-5.929;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Doxorubicin;MM00485;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1;AOJJSUZBOXZQNB-TZSSRYMLSA-N;543.525;;31703;DB00997;DM2;CHEMBL53463;CACO;QSAR-PSA;25;;;;;;;;;;;-7.182;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Dnalaprilate;MM15249;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-5.507;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"Penicillin G";MM01494;CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O;JGSARLDLIJGVTE-UHFFFAOYSA-N;334.4;0.86;5904;" DB01053";PNN;29;CACO;QSAR-PSA;25;;;;;;;;;;;-5.264;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
N-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00544;CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1;DURULFYMVIFBIR-UHFFFAOYSA-N;266.341;1.38;4883;DB01297;;CHEMBL6995;CACO;QSAR-PSA;25;;;;;;;;;;;-4.811;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
H95;MM15250;;;;;6950287;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-4.807;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Hydrocortisone;MM00044;CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO;JYGXADMDTFJGBT-UHFFFAOYSA-N;362.466;1.78;5754;DB00741;HCY;CHEMBL389621;CACO;QSAR-PSA;25;;;;;;;;;;;-5.309;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine;MM00504;CN(C)CCCN1c2ccccc2CCc2ccccc21;BCGWQEUPMDMJNV-UHFFFAOYSA-N;280.415;3.88;3696;DB00458;IXX;CHEMBL11;CACO;QSAR-PSA;25;;;;;;;;;;;-3.978;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine;MM00474;CNCCCN1c2ccccc2CCc2ccccc21;HCYAFALTSJYZDH-UHFFFAOYSA-N;266.388;3.53;2995;DB01151;DSM;CHEMBL72;CACO;QSAR-PSA;25;;;;;;;;;;;-4.096;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Naloxone;MM00277;C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5;UZHSEJADLWPNLE-UHFFFAOYSA-N;327.38;1.3;5284596;DB01183;;CHEMBL80;CACO;QSAR-PSA;25;;;;;;;;;;;-4.973;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine;MM00344;Clc1cccc(Cl)c1N=C1NCCN1;GJSURZIOUXUGAL-UHFFFAOYSA-N;230.09;2.17;2803;DB00575;CLU;CHEMBL134;CACO;QSAR-PSA;25;;;;;;;;;;;-4.345;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1-(1H-indol-4-yloxy)-3-(propan-2-ylamino)propan-2-ol;MM00542;CC(C)NCC(O)COc1cccc2[nH]ccc12;JZQKKSLKJUAGIC-UHFFFAOYSA-N;248.326;1.91;4828;DB00960;;CHEMBL500;CACO;QSAR-PSA;25;;;;;;;;;;;-4.619;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol;MM00085;CC(C)NCC(O)COc1cccc2ccccc12;AQHHHDLHHXJYJD-UHFFFAOYSA-N;259.349;2.58;4946;DB00571;;CHEMBL27;CACO;QSAR-PSA;25;;;;;;;;;;;-4.337;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol;MM00922;CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1;NWIUTZDMDHAVTP-UHFFFAOYSA-N;307.434;2.39;2369;DB00195;;CHEMBL423;CACO;QSAR-PSA;25;;;;;;;;;;;-4.627;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Tenidap;MM15222;;;;;60712;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-5.073;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Ibuprufen;MM15251;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-4.153;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1-(propan-2-ylamino)-3-(2-prop-2-enoxyphenoxy)propan-2-ol;MM00289;C=CCOc1ccccc1OCC(O)CNC(C)C;CEMAWMOMDPGJMB-UHFFFAOYSA-N;265.353;1.99;4631;DB01580;;CHEMBL546;CACO;QSAR-PSA;25;;;;;;;;;;;-4.512;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1-(propan-2-ylamino)-3-(2-prop-2-enylphenoxy)propan-2-ol;MM00440;C=CCc1ccccc1OC[C@H](O)CNC(C)C;PAZJSJFMUHDSTF-UHFFFAOYSA-N;249.354;2.15;2119;DB00866;;CHEMBL266195;CACO;QSAR-PSA;25;;;;;;;;;;;-4.353;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Caffeine;MM00040;Cn1c(=O)c2c(ncn2C)n(C)c1=O;RYYVLZVUVIJVGH-UHFFFAOYSA-N;194.194;-1.03;2519;DB00201;CFF;CHEMBL113;CACO;QSAR-PSA;25;;;;;;;;;;;-4.375;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"Betaxolol ester";MM15252;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-4.842;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"Propranolol ester";MM15253;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-4.596;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid";MM00672;COc1ccc2cc(C(C)C(=O)O)ccc2c1;CMWTZPSULFXXJA-UHFFFAOYSA-N;230.263;3.04;156391;DB00788;NPS;CHEMBL154;CACO;QSAR-PSA;25;;;;;;;;;;;-4.329;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Guanosine;MM15254;;;;;135398635;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.194;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
G6700;MM15255;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.114;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
G6249;MM15256;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.058;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
G6191;MM15257;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.297;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
G6262;MM15258;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.092;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
G6703;MM15259;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.228;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
N-[(1-ethylpyrrolidin-2-yl)methyl]-2-methoxy-5-sulfamoylbenzamide;MM00568;CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC;BGRJTUBHPOOWDU-UHFFFAOYSA-N;341.426;0.56;5355;DB00391;;CHEMBL26;CACO;QSAR-PSA;25;;;;;;;;;;;-5.527;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide;MM00078;CC(C)NC[C@@H](O)COc1ccc(CC(N)=O)cc1;METKIMKYRPQLGS-UHFFFAOYSA-N;266.341;0.45;2249;DB00335;;CHEMBL24;CACO;QSAR-PSA;25;;;;;;;;;;;-5.092;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
2-amino-9-(2-hydroxyethoxymethyl)-3H-purin-6-one;MM00074;Nc1nc(=O)c2ncn(COCCO)c2[nH]1;MKUXAQIIEYXACX-UHFFFAOYSA-N;225.208;-0.92;2022;DB00787;AC2;CHEMBL184;CACO;QSAR-PSA;25;;;;;;;;;;;-5.486;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide;MM00569;CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1;KQKPFRSPSRPDEB-UHFFFAOYSA-N;295.401;1.32;5358;DB00669;;CHEMBL128;CACO;QSAR-PSA;25;;;;;;;;;;;-4.933;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
G6203;MM15260;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-6.186;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
H244;MM15261;;;;;21364;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-4.881;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one;MM00589;O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1;MVWVFYHBGMAFLY-UHFFFAOYSA-N;412.936;3.81;60854;DB00246;;CHEMBL708;CACO;QSAR-PSA;25;;;;;;;;;;;-5.077;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"(E)-3-(6-methylsulfanyl-4-oxoquinazolin-3-yl)prop-2-enoic acid";MM01431;CSc1ccc2ncn(C=CC(=O)O)c(=O)c2c1;VHFPVEGFRVEDBK-UHFFFAOYSA-N;262.29;1.67;6435375;;;337379;CACO;QSAR-PSA;25;;;;;;;;;;;-4.754;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Mibefradil;MM01432;COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C;HBNPJJILLOYFJU-UHFFFAOYSA-N;495.64;5.27;60663;DB01388;MWV;45816;CACO;QSAR-PSA;25;;;;;;;;;;;-5.382;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"6,8-difluoro-1-(2-fluoroethyl)-7-(4-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid";MM00736;CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1;XBJBPGROQZJDOJ-UHFFFAOYSA-N;369.344;1.7;3357;DB04576;;CHEMBL6273;CACO;QSAR-PSA;25;;;;;;;;;;;-5.033;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
"5-O-ethyl 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate";MM00398;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1;PVHUJELLJLJGLN-UHFFFAOYSA-N;360.366;2.57;4507;DB01054;;CHEMBL475534;CACO;QSAR-PSA;25;;;;;;;;;;;-5.502;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
2-(2,3-dihydro-1,4-benzodioxin-3-ylmethyl)guanidine;MM01430;N=C(N)NCC1COc2ccccc2O1;HIUVKVDQFXDZHU-UHFFFAOYSA-N;207.23;0.31;16564;" DB13211";;76725;CACO;QSAR-PSA;25;;;;;;;;;;;-4.9;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide;MM00342;O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl;WIIZWVCIJKGZOK-UHFFFAOYSA-N;323.126;0.91;5959;DB00446;CLM;CHEMBL130;CACO;QSAR-PSA;25;;;;;;;;;;;-5.559;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Felodipine;MM00363;CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl;RZTAMFZIAATZDJ-UHFFFAOYSA-N;384.253;3.96;3333;DB01023;;CHEMBL1480;CACO;QSAR-PSA;25;;;;;;;;;;;-4.914;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Fluconazole;MM12535;OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F;RFHAOTPXVQNOHP-UHFFFAOYSA-N;306.28;0.74;3365;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-5.137;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Trovaflaxicin;MM15262;;;;;;;;;CACO;QSAR-PSA;25;;;;;;;;;;;-5.646;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
4-hydroxy-3-(3-oxo-1-phenylbutyl)chromen-2-one;MM00095;CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O;PJVWKTKQMONHTI-UHFFFAOYSA-N;308.333;3.61;54678486;DB00682;;CHEMBL1464;CACO;QSAR-PSA;25;;;;;;;;;;;-4.694;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol;MM00573;CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1;BLJRIMJGRPQVNF-UHFFFAOYSA-N;316.42;0.5;33624;DB00373;TIM;CHEMBL499;CACO;QSAR-PSA;25;;;;;;;;;;;-5.068;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1,3-dimethyl-7H-purine-2,6-dione;MM00048;Cn1c(=O)c2nc[nH]c2n(C)c1=O;ZFXYFBGIUFBOJW-UHFFFAOYSA-N;180.167;-1.04;2153;DB00277;TEP;CHEMBL190;CACO;QSAR-PSA;25;;;;;;;;;;;-4.603;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
1,5-dimethyl-2-phenylpyrazol-3-one;MM00333;Cc1cc(=O)n(-c2ccccc2)n1C;VEQOALNAAJBPNY-UHFFFAOYSA-N;188.23;1.48;2206;DB01435;;CHEMBL277474;CACO;QSAR-PSA;25;;;;;;;;;;;-3.928;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Diltiazem;MM00477;COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1;HSUGRBWQSSZJOP-UHFFFAOYSA-N;414.52;3.37;39186;DB00343;C9F;CHEMBL23;CACO;QSAR-PSA;25;;;;;;;;;;;-4.945;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
Testosterone;MM00423;CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12;MUMGGOZAMZWBJJ-UHFFFAOYSA-N;288.431;3.88;6013;DB00624;TES;CHEMBL386630;CACO;QSAR-PSA;25;;;;;;;;;;;-4.382;;;;;;;;;;;;"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006";"Subramanian G, Kitchen DB.: Computational approaches for modeling human intestinal absorption and permeability. J Mol Model, Volume 12 (5), 577-589, 2006"
